Unnamed: 0,imdb_ids,movie,year,imdb,metascore,votes,release_date,release_date_norm,title,title_norm,mpaa-rating,mpaa-rating_norm,running-time,franchises,franchises_norm,keywords,keywords_norm,source,source_norm,genre,genre_norm,production_method,production_method_norm,creative_type,creative_type_norm,production_companies,production_companies_norm,production_countries,production_countries_norm,languages,languages_norm,production_budget,domestic_gross,worldwide_gross,imdb_id
41507,1517451,A Star Is Born,2018,77,88.0,280472,"Oct 5, 2018",2018/10/05,A Star is Born,Star-is-Born-A-(2018),R,R-(US),140.0,,,Remake;Singers;Film Actor;Addiction;Big Break;Movie Business;Music Industry;Musicians;Actors Making Their Directorial Debut;Directing Yourself;Screenplay Written By the Star;2019 Oscars Best Picture Nominee;IMAX: DMR,Remake;Singers;Film-Actor;Addiction;Big-Break;Movie-Business;Music-Industry;Musicians;Actors-Making-Their-Directorial-Debut;Directing-Yourself;Screenplay-Written-By-the-Star;2019-Oscars-Best-Picture-Nominee;IMAX-DMR,Remake,Remake,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Bill Gerber;Jon Peters;Joint Effort;Warner Bros.;Live Nation Productions;Metro-Goldwyn-Mayer Pictures,Bill-Gerber;Jon-Peters;Joint-Effort;Warner-Bros;Live-Nation-Productions;Metro-Goldwyn-Mayer-Pictures,United States,United-States,English,English,36000000,215288866,433345337,1517451.0
41508,4633694,Spider-Man: Into the Spider-Verse,2018,84,87.0,269340,"Dec 12, 2018",2018/12/12,Spider-Man: Into The Spider-Verse 3D,Spider-Man-Into-The-Spider-Verse-3D-(2018),PG,PG-(US),117.0,,,Alternative Dimensions / Parallel universe;Animal Lead;Talking Animals;Orphan;Film Noir;Anime;3-D;3-D - Shot in 3-D;IMAX: DMR,Alternative-Dimensions-Parallel-universe;Animal-Lead;Talking-Animals;Orphan;Film-Noir;Anime;3-D;3-D-Shot-in-3-D;IMAX-DMR,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Adventure,Adventure,Digital Animation,Digital-Animation,Super Hero,Super-Hero,Columbia Pictures;Marvel Studios;Avi Arad;Lord Miller;Pascal Pictures;Sony Pictures Animation,Columbia-Pictures;Marvel-Studios;Avi-Arad;Lord-Miller;Pascal-Pictures;Sony-Pictures-Animation,United States,United-States,English,English,90000000,190173195,375243139,4633694.0
41509,5095030,Ant-Man and the Wasp,2018,71,70.0,263962,"Jul 3, 2018",2018/07/03,Ant-Man and the Wasp,Ant-Man-and-the-Wasp,PG-13,PG-13-(US),118.0,Ant-Man;Marvel Cinematic Universe,Ant-Man;Marvel-Cinematic-Universe,Marvel Comics;Tiny Worlds;Fugitive / On the Run;House Arrest;Father's Footsteps;Dysfunctional Family;Ensemble;Prologue;1980s;Intertitle;FBI;Corrupt Cops;Scientific Experiment Gone Awry;Inventor;Motion Capture Performance;3-D;3-D - Post-production Conversion;IMAX: DMR,Marvel-Comics;Tiny-Worlds;Fugitive;House-Arrest;Fathers-Footsteps;Dysfunctional-Family;Ensemble;Prologue;1980s;Intertitle;FBI;Corrupt-Cops;Scientific-Experiment-Gone-Awry;Inventor;Motion-Capture-Performance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Animation/Live Action,Animation-and-Live-Action,Super Hero,Super-Hero,Marvel Studios,Marvel-Studios,United States,United-States,English,English,130000000,216648740,623144660,5095030.0
41510,6966692,Green Book,2018,82,69.0,252475,"Nov 16, 2018",2018/11/16,Green Book,Green-Book-(2018),PG-13,PG-13-(US),130.0,,,Bigotry;Discrimination;Road Trip;African-American;Musicians;On Tour;1960s;Oscars Best Picture Winner;2019 Oscars Best Picture Nominee,Bigotry;Discrimination;Road-Trip;African-American;Musicians;On-Tour;1960s;Oscars-Best-Picture-Winner;2019-Oscars-Best-Picture-Nominee,Based on Real Life Events,Based-on-Real-Life-Events,Comedy,Comedy,Live Action,Live-Action,Dramatization,Dramatization,Participant Media;DreamWorks Pictures;Charles B. Wessler Entertainment;Innisfree Pictures;Cinetic,Participant-Media;DreamWorks-Pictures;Charles-B-Wessler-Entertainment;Innisfree-Pictures;Cinetic,United States,United-States,English,English,23000000,85080171,322732643,6966692.0
41511,4912910,Mission: Impossible - Fallout,2018,78,86.0,249986,"Jul 16, 2018",2018/07/16,Mission: ImpossibleFallout,Mission-Impossible-Fallout,PG-13,PG-13-(US),147.0,Mission: Impossible,Mission-Impossible,C.I.A.;Secret Agent;Hitmen;3-D;Prison Break;Ensemble;Dream Sequence;Intertitle;Voiceover/Narration;Nightmare;Non-Chronological;False Identity;Surprise Twist;Revenge;3-D - Post-production Conversion;IMAX: DMR,CIA;Secret-Agent;Hitmen;3-D;Prison-Break;Ensemble;Dream-Sequence;Intertitle;Voiceover-Narration;Nightmare;Non-Chronological;False-Identity;Surprise-Twist;Revenge;3-D-Post-Production-Conversion;IMAX-DMR,Based on TV,Based-on-TV,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Skydance Productions;Bad Robot;Paramount Pictures,Skydance-Productions;Bad-Robot;Paramount-Pictures,United States,United-States,English,English,178000000,220159104,787456552,4912910.0
41512,2798920,Annihilation,2018,69,79.0,242243,"Feb 23, 2018",2018/02/23,Annihilation,Annihilation,R,R-(US),115.0,,,Unnamed Character;Environment;Scientific Expedition;Isolation Horror;Motion Capture Performance,Unnamed-Character;Environment;Scientific-Expedition;Isolation-Horror;Motion-Capture-Performance,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Science Fiction,Science-Fiction,Skydance Productions;DNA Films;Scott Rudin Productions;Paramount Pictures;Huahua Film,Skydance-Productions;DNA-Films;Scott-Rudin-Productions;Paramount-Pictures;Huahua-Film,United Kingdom;United States,United-Kingdom;United-States,English,English,55000000,32732301,43070915,2798920.0
41513,3778644,Solo: A Star Wars Story,2018,69,62.0,239789,"May 23, 2018",2018/05/23,Solo: A Star Wars Story,Solo-A-Star-Wars-Story,PG-13,PG-13-(US),135.0,Star Wars,Star-Wars,Prequel;Space Opera;Smuggler;Heist;Origin Story;Romance;Relationships Gone Wrong;Organized Crime;Crime Boss;Intertitle;Prologue;Motion Capture Performance;3-D;3-D - Post-production Conversion;IMAX: DMR,Prequel;Space-Opera;Smuggler;Heist;Origin-Story;Romance;Relationships-Gone-Wrong;Organized-Crime;Crime-Boss;Intertitle;Prologue;Motion-Capture-Performance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Spin-Off,Spin-Off,Adventure,Adventure,Animation/Live Action,Animation-and-Live-Action,Science Fiction,Science-Fiction,Lucasfilm,Lucasfilm,United States,United-States,English,English,275000000,213767512,393151347,3778644.0
41514,2737304,Bird Box,2018,66,51.0,235627,"Dec 13, 2018",2018/12/13,Bird Box,Bird-Box-(2018),R,R-(US),117.0,,,End of the World;Non-Chronological;Post Apocalypse;Survival Horror;Interracial Romance;Romance;Blindness,End-of-the-World;Non-Chronological;Post-Apocalypse;Survival-Horror;Interracial-Romance;Romance;Blindness,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Science Fiction,Science-Fiction,Bluegrass Films;Chris Morgan Productions;Netflix,Bluegrass-Films;Chris-Morgan-Productions;Netflix,United States,United-States,English,English,19800000,0,0,2737304.0
41515,4881806,Jurassic World: Fallen Kingdom,2018,62,51.0,231559,"Jun 6, 2018",2018/06/06,Jurassic World: Fallen Kingdom,Jurassic-World-Fallen-Kingdom-(2018),PG-13,PG-13-(US),128.0,Jurassic Park,Jurassic-Park,Dinosaurs in the Modern World;Animals Gone Bad;Cloning;Dinosaurs;Prologue;Visual Effects;Voiceover/Narration;Rescue;Death of a Son or Daughter;Surprise Twist;Betrayal;Sequels With Returning Stars;Relationships Gone Wrong;Exes in Love;Romance;3-D;3-D - Post-production Conversion;IMAX: DMR,Dinosaurs-in-the-Modern-World;Animals-Gone-Bad;Cloning;Dinosaurs;Prologue;Visual-Effects;Voiceover-Narration;Rescue;Death-of-a-Son-or-Daughter;Surprise-Twist;Betrayal;Sequels-With-Returning-Stars;Relationships-Gone-Wrong;Exes-in-Love;Romance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,Science Fiction,Science-Fiction,Universal Pictures;Amblin Entertainment;The Kennedy/Marshall Company;Legendary Pictures;Perfect World Pictures,Universal-Pictures;Amblin-Entertainment;Kennedy-Marshall-Company-The;Legendary-Pictures;Perfect-World-Pictures,United States,United-States,English,English,170000000,417719760,1305772799,4881806.0
41516,3606756,Incredibles 2,2018,77,80.0,217403,"Jun 15, 2018",2018/06/15,Incredibles 2,Incredibles-2,PG,PG-(US),118.0,The Incredibles,Incredibles-The,Delayed Sequel;Super Villains;Prologue;Non-Chronological;Family Movie;Faulty Memory;Dysfunctional Family;Vigilante;Runaway;Surprise Twist;Adult Child Dealing with the Death of a Parent;Revenge;3-D;3-D - Shot in 3-D;IMAX: DMR,Delayed-Sequel;Super-Villains;Prologue;Non-Chronological;Family-Movie;Faulty-Memory;Dysfunctional-Family;Vigilante;Runaway;Surprise-Twist;Adult-Child-Dealing-with-the-Death-of-a-Parent;Revenge;3-D;3-D-Shot-in-3-D;IMAX-DMR,Original Screenplay,Original-Screenplay,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,Disney-Pixar,Pixar,United States,United-States,English,English,200000000,608581744,1242507764,3606756.0
41517,4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,66,52.0,182970,"Nov 14, 2018",2018/11/14,Fantastic Beasts: The Crimes of Grindelwald,Fantastic-Beasts-The-Crimes-of-Grindelwald-(2018),PG-13,PG-13-(US),134.0,Harry Potter;Fantastic Beasts and Where to Find Them,Harry-Potter;Fantastic-Beasts-and-Where-to-Find-Them,New York City;London;Ensemble;1920s;Secret Magic;Good vs. Evil;Romance;Faulty Memory;Forbidden Romance;Prequel;3-D;3-D - Post-production Conversion;IMAX: DMR,New-York-City;London;Ensemble;1920s;Secret-Magic;Good-vs-Evil;Romance;Faulty-Memory;Forbidden-Romance;Prequel;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Spin-Off,Spin-Off,Adventure,Adventure,Animation/Live Action,Animation-and-Live-Action,Fantasy,Fantasy,Heyday Films;Warner Bros.,Heyday-Films;Warner-Bros,United Kingdom;United States,United-Kingdom;United-States,English,English,200000000,159555901,652220086,4123430.0
41518,7784604,Hereditary,2018,73,87.0,176717,"Jun 1, 2018",2018/06/01,Hereditary,Hereditary-(2018),R,R-(US),126.0,,,Adult Child Dealing with the Death of a Parent;Death of a Son or Daughter;Car Accident;Dysfunctional Family;Supernatural;Cults;Occult;Sance;Dream Sequence;Sleepwalking;Demons;Possessed;Sundance Film Festival 2018,Adult-Child-Dealing-with-the-Death-of-a-Parent;Death-of-a-Son-or-Daughter;Car-Accident;Dysfunctional-Family;Supernatural;Cults;Occult;Sance;Dream-Sequence;Sleepwalking;Demons;Possessed;Sundance-Film-Festival-2018,Original Screenplay,Original-Screenplay,Horror,Horror,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,A24;PalmStar Media;Finch Entertainment;Windy Hill Pictures;Kevin Frakes;Lars Knudsen,A24;PalmStar-Media;Finch-Entertainment;Windy-Hill-Pictures;Kevin-Frakes;Lars-Knudsen,United States,United-States,English,English,10000000,44069456,81301558,7784604.0
41519,2704998,Game Night,2018,69,66.0,172565,"Feb 23, 2018",2018/02/23,Game Night,Game-Night-(2018),R,R-(US),93.0,,,Murder Mystery;Amatuer Slueth;Ensemble;Kidnap;Rescue,Murder-Mystery;Amatuer-Slueth;Ensemble;Kidnap;Rescue,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Aggregate Films;Davis Entertainment;New Line Cinema;Dune Entertainment;Access Entertainment,Aggregate-Films;Davis-Entertainment;New-Line-Cinema;Dune-Entertainment;Access-Entertainment,United States,United-States,English,English,37000000,69179066,117378084,2704998.0
41520,1365519,Tomb Raider,2018,63,48.0,170851,"Mar 6, 2018",2018/03/06,Tomb Raider,Tomb-Raider-(2018),PG-13,PG-13-(US),118.0,,,Non-Chronological;Archaeology;Marooned;Genocide;Secret Societies;3-D;Missing Person;Presumed Dead;Inheritance;3-D - Post-production Conversion;IMAX: DMR,Non-Chronological;Archaeology;Marooned;Genocide;Secret-Societies;3-D;Missing-Person;Presumed-Dead;Inheritance;3-D-Post-Production-Conversion;IMAX-DMR,Based on Game,Based-on-Game,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Metro-Goldwyn-Mayer Pictures;Warner Bros.;GK Films;Square Enix Business,Metro-Goldwyn-Mayer-Pictures;Warner-Bros;GK-Films;Square-Enix-Business,United States,United-States,English,English,90000000,58250803,273477501,1365519.0
41521,7349662,BlacKkKlansman,2018,75,83.0,166436,"Aug 9, 2018",2018/08/09,BlacKkKlansman,BlacKkKlansman,R,R-(US),134.0,,,Ku Klux Klan;Undercover;Prologue;1970s;African-American;Jewish;Civil Rights Movement;Colorado;2010s;White Supremacists;Hate Crime;2019 Oscars Best Picture Nominee,Ku-Klux-Klan;Undercover;Prologue;1970s;African-American;Jewish;Civil-Rights-Movement;Colorado;2010s;White-Supremacists;Hate-Crime;2019-Oscars-Best-Picture-Nominee,Based on Factual Book/Article,Based-on-Factual-Book-or-Article,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Dramatization,Dramatization,Monkeypaw Pictures;QC Entertainment;Blumhouse;40 Acres and a Mule Filmworks;Legendary Pictures;Perfect World Pictures,Monkeypaw-Pictures;QC-Entertainment;Blumhouse;40-Acres-and-a-Mule-Filmworks;Legendary-Pictures;Perfect-World-Pictures,United States,United-States,English,English,15000000,49275340,93119132,7349662.0
41522,5164214,Ocean's Eight,2018,62,61.0,154757,"Jun 8, 2018",2018/06/08,Oceans 8,Oceans-8-(2018),PG-13,PG-13-(US),110.0,Ocean's Eleven,Oceans-Eleven,Heist;Life on the Outside;Fashion;Delayed Sequel;Genderbending Casting;New York City;Confidence Men;IMAX: DMR,Heist;Life-on-the-Outside;Fashion;Delayed-Sequel;Genderbending-Casting;New-York-City;Confidence-Men;IMAX-DMR,Original Screenplay,Original-Screenplay,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Warner Bros.;Village Roadshow Productions;Rahway Road ,Warner-Bros;Village-Roadshow-Productions;Rahway-Road,United States,United-States,English,English,70000000,140218711,297115976,5164214.0
41523,2873282,Red Sparrow,2018,66,53.0,144594,"Feb 28, 2018",2018/02/28,Red Sparrow,Red-Sparrow,R,R-(US),139.0,,,C.I.A.;Forbidden Romance;Secret Agent;Ensemble;Hitmen;Ballet;Dancing;Professional Rivalry;Undercover;Career-Ending Injury;Revenge;Dysfunctional Family;Medical and Hospitals;Money Troubles;Moscow;Voiceover/Narration;Tortured for Information;Sex Crimes;Tortured as Punishment;Non-Chronological;IMAX: DMR,CIA;Forbidden-Romance;Secret-Agent;Ensemble;Hitmen;Ballet;Dancing;Professional-Rivalry;Undercover;Career-Ending-Injury;Revenge;Dysfunctional-Family;Medical-and-Hospitals;Money-Troubles;Moscow;Voiceover-Narration;Tortured-for-Information;Sex-Crimes;Tortured-as-Punishment;Non-Chronological;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Chernin Entertainment;TSL Entertainment,Chernin-Entertainment;TSL-Entertainment,United States,United-States,English,English,69000000,46874505,145951861,2873282.0
41524,1213641,First Man,2018,73,84.0,137028,"Oct 10, 2018",2018/10/10,First Man,First-Man-(2018),PG-13,PG-13-(US),141.0,,,1960s;Space Program;Astronaut;Astrophysics;Biography;IMAX: DMR,1960s;Space-Program;Astronaut;Astrophysics;Biography;IMAX-DMR,Based on Factual Book/Article,Based-on-Factual-Book-or-Article,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,DreamWorks Pictures;Temple Hill Entertainment;Universal Pictures;Perfect World Pictures,DreamWorks-Pictures;Temple-Hill-Entertainment;Universal-Pictures;Perfect-World-Pictures,United States,United-States,English,English,60000000,44936545,105217104,1213641.0
41525,5083738,The Favourite,2018,76,90.0,133803,"Nov 23, 2018",2018/11/23,The Favourite,Favourite-The-(2018),R,R-(US),119.0,,,1700s;Royalty;England;Costume Drama;LGBT;Cross-Dressing;Romance;2019 Oscars Best Picture Nominee,1700s;Royalty;England;Costume-Drama;LGBT;Cross-Dressing;Romance;2019-Oscars-Best-Picture-Nominee,Based on Real Life Events,Based-on-Real-Life-Events,Black Comedy,Black-Comedy,Live Action,Live-Action,Dramatization,Dramatization,Element Pictures;Scarlet Films;Film4;Waypoint Entertainment;Fox Searchlight Pictures;TSG Entertainment,Element-Pictures;Scarlet-Films;Film4;Waypoint-Entertainment;Fox-Searchlight-Pictures;TSG-Entertainment,Ireland;United Kingdom;United States,Ireland;United-Kingdom;United-States,English,English,15000000,34366783,94069024,5083738.0
41527,4779682,The Meg,2018,57,46.0,125388,"Aug 9, 2018",2018/08/09,The Meg,Meg-The,PG-13,PG-13-(US),113.0,,,Animals Gone Bad;Underwater;Exes in Love;Rescue;Dishonorable Discharge;Redemption;3-D;3-D - Post-production Conversion;IMAX: DMR,Animals-Gone-Bad;Underwater;Exes-in-Love;Rescue;Dishonorable-Discharge;Redemption;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,Science Fiction,Science-Fiction,Warner Bros.;Gravity Pictures;Flagship Entertainment;Apelles Entertainment;di Bonaventura Pictures;Maeday Productions;On a Roll Productions,Warner-Bros;Gravity-Pictures;Flagship-Entertainment;Apelles-Entertainment;di-Bonaventura-Pictures;Maeday-Productions;On-a-Roll-Productions,United States,United-States,English,English,178000000,145443742,529530715,4779682.0
41528,2231461,Rampage,2018,61,45.0,122889,"Apr 9, 2018",2018/04/09,Rampage,Rampage-(2018),PG-13,PG-13-(US),107.0,,,Creature Features;Animal Lead;Genetic Engineering;Scientific Experiment Gone Awry;Discredited Scientist;Motion Capture Performance;3-D;3-D - Post-production Conversion;IMAX: DMR,Creature-Features;Animal-Lead;Genetic-Engineering;Scientific-Experiment-Gone-Awry;Discredited-Scientist;Motion-Capture-Performance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Based on Game,Based-on-Game,Action,Action,Live Action,Live-Action,Science Fiction,Science-Fiction,New Line Cinema;Seven Bucks Productions;Flynn Picture Company;ASAP Films;Wrigley Pictures,New-Line-Cinema;Seven-Bucks-Productions;Flynn-Picture-Company;ASAP-Films;Wrigley-Pictures,United States,United-States,English,English,120000000,101028233,428056280,2231461.0
41529,6499752,Upgrade,2018,75,67.0,117189,"Jun 1, 2018",2018/06/01,Upgrade,Upgrade,R,R-(US),95.0,,,Body Horror;Cyborg;Death of a Spouse or Fiance / Fianc;Revenge;Artificial Intelligence;Paralysis;Confined to a Wheelchair;Artisans vs. Automation,Body-Horror;Cyborg;Death-of-a-Spouse-or-Fiancee-Fiance;Revenge;Artificial-Intelligence;Paralysis;Confined-to-a-Wheelchair;Artisans-vs-Automation,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Science Fiction,Science-Fiction,Goalpost Pictures;Automatik;BH Tilt;Nervous Tick   ;Blumhouse,Goalpost-Pictures;Automatik;BH-Tilt;Nervous-Tick;Blumhouse,Australia,Australia,English,English,3000000,11977130,16553285,6499752.0
41533,3104988,Crazy Rich Asians,2018,69,74.0,110534,"Aug 15, 2018",2018/08/15,Crazy Rich Asians,Crazy-Rich-Asians-(2018),PG-13,PG-13-(US),120.0,,,Singapore;Asian-Americans;Romance;You Can't Go Home Again;Dysfunctional Family;Cross-Class Romance;Culture Clash;IMAX: DMR,Singapore;Asian-Americans;Romance;You-Cant-Go-Home-Again;Dysfunctional-Family;Cross-Class-Romance;Culture-Clash;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Romantic Comedy,Romantic-Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Color Force;Ivanhoe Pictures;Warner Bros.;SK Global;Beijing Universe Starlight Culture Media Company;Electric Somewhere,Color-Force;Ivanhoe-Pictures;Warner-Bros;SK-Global;Beijing-Universe-Starlight-Culture-Media-Company;Electric-Somewhere,United States,United-States,English,English,30000000,174532921,238099711,3104988.0
