Index,Release Date,Title,Production Budget,Domestic Gross,Worldwide Gross,MPAA Rating,Running Time,Source,Genre,Production Method,Creative Type
210,7/1/2016,The BFG,140000000,55483770,199647190,PG,115,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Kids Fiction
211,2/26/2016,Gods of Egypt,140000000,31153464,138840378,PG-13,127,Original Screenplay,Adventure,Live Action,Fantasy
212,5/3/2002,Spider-Man,139000000,403706375,821706375,PG-13,121,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero
213,3/6/2009,Watchmen,138000000,107509799,186976250,R,161,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
214,7/29/2005,Stealth,138000000,32116746,76416746,PG-13,121,Original Screenplay,Action,Live Action,Science Fiction
215,6/13/2008,The Incredible Hulk,137500000,134806913,265573859,PG-13,112,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero
216,6/20/2003,Hulk,137000000,132177234,245075434,PG-13,138,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
217,7/11/2001,Final Fantasy: The Spirits Within,137000000,32131830,85131830,PG-13,106,Based on Game,Adventure,Digital Animation,Science Fiction
218,11/16/2012,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,829724737,PG-13,115,Based on Fiction Book/Short Story,Drama,Live Action,Fantasy
219,3/22/2013,The Croods,135000000,187168425,573068425,PG,98,Original Screenplay,Adventure,Digital Animation,Kids Fiction
220,12/25/2015,The Revenant,135000000,183637894,532938302,R,156,Based on Fiction Book/Short Story,Adventure,Live Action,Dramatization
221,11/19/1999,The World is Not Enough,135000000,126930660,361730660,PG-13,128,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
222,3/4/2011,Rango,135000000,123477607,245724600,PG,107,Original Screenplay,Adventure,Digital Animation,Kids Fiction
223,11/14/2003,Master and Commander: The Far Side of the World,135000000,93926386,212912137,PG-13,139,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction
224,7/17/2013,Turbo,135000000,83028130,286896578,PG,96,Original Screenplay,Adventure,Digital Animation,Kids Fiction
225,6/3/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245329596,PG-13,112,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,Super Hero
226,11/18/2011,Happy Feet Two,135000000,64006466,157956466,PG,99,Original Screenplay,Adventure,Digital Animation,Kids Fiction
227,7/28/2006,Miami Vice,135000000,63478838,163818556,R,132,Based on TV,Action,Live Action,Contemporary Fiction
228,11/2/2018,The Nutcracker and the Four Realms,132900000,54858851,170623082,PG,99,Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Fantasy
229,6/29/2005,War of the Worlds,132000000,234280354,606836535,PG-13,116,Remake,Action,Animation/Live Action,Science Fiction
230,11/26/2014,Penguins of Madagascar,132000000,83350911,366942531,PG,92,Spin-Off,Adventure,Digital Animation,Kids Fiction
231,11/22/2013,The Hunger Games: Catching Fire,130000000,424668047,864868047,PG-13,146,Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction
232,6/4/2004,Harry Potter and the Prisoner of Azkaban,130000000,249757726,796907323,PG,141,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
233,8/3/2007,The Bourne Ultimatum,130000000,227471070,444043396,PG-13,113,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
234,7/6/2018,Ant-Man and the Wasp,130000000,216648740,623148740,PG-13,118,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
235,6/6/2008,Kung Fu Panda,130000000,215434591,631910531,PG,91,Original Screenplay,Adventure,Digital Animation,Kids Fiction
236,7/17/2015,Ant-Man,130000000,180202163,518858449,PG-13,117,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
237,3/27/2015,Home,130000000,177397510,385997896,PG,94,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
238,12/19/2018,Mary Poppins Returns,130000000,165421811,318957563,PG,130,Based on Fiction Book/Short Story,Musical,Live Action,Kids Fiction
239,10/28/2011,Puss in Boots,130000000,149260504,554987477,PG,90,Spin-Off,Adventure,Digital Animation,Kids Fiction
240,11/5/2010,Megamind,130000000,148415853,321887208,PG,95,Original Screenplay,Adventure,Digital Animation,Kids Fiction
241,7/18/2003,Bad Boys II,130000000,138540870,273271982,R,140,Original Screenplay,Action,Live Action,Contemporary Fiction
242,4/11/2014,Rio 2,130000000,131538435,492846291,G,101,Original Screenplay,Adventure,Digital Animation,Kids Fiction
243,7/23/2010,Salt,130000000,118311368,290650494,PG-13,100,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
244,3/28/2014,Noah,130000000,101200044,352831065,PG-13,137,Based on Religious Text,Drama,Live Action,Historical Fiction
245,12/21/2011,The Adventures of Tintin,130000000,77591831,373993951,PG,104,Based on Comic/Graphic Novel,Adventure,Digital Animation,Contemporary Fiction
246,5/31/2013,After Earth,130000000,60522097,251499665,PG-13,99,Original Screenplay,Action,Live Action,Science Fiction
247,11/26/2008,Australia,130000000,49554002,215080810,PG-13,165,Original Screenplay,Drama,Live Action,Historical Fiction
248,7/19/2013,R.I.P.D.,130000000,33618855,79076678,PG-13,98,Based on Comic/Graphic Novel,Action,Live Action,Science Fiction
249,2/22/2019,How to Train Your Dragon: The Hidden World,129000000,0,40100000,PG,104,Original Screenplay,Adventure,Digital Animation,Kids Fiction
250,11/18/2011,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,689420051,PG-13,117,Based on Fiction Book/Short Story,Drama,Live Action,Fantasy
251,5/19/2000,Dinosaur,127500000,137748063,356148063,PG,82,Original Screenplay,Adventure,Digital Animation,Kids Fiction
252,3/3/2017,Logan,127000000,226277068,615463289,R,135,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
253,12/19/2014,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,PG,97,Original Screenplay,Adventure,Animation/Live Action,Fantasy
254,7/15/2011,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,1341693157,PG-13,131,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
255,11/21/2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,PG-13,123,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction
256,11/16/2001,Harry Potter and the Sorcerers Stone,125000000,317871467,975047606,PG,152,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
257,11/19/2010,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,960431568,PG-13,146,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
258,5/19/2006,The Da Vinci Code,125000000,217536138,767820459,PG-13,152,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
259,5/2/2003,X-Men 2,125000000,214949694,406875536,PG-13,135,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
260,4/29/2011,Fast Five,125000000,210031325,630163454,PG-13,130,Based on Factual Book/Article,Action,Live Action,Contemporary Fiction
261,8/8/2014,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,PG-13,101,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,Super Hero
262,12/16/2011,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,PG-13,129,Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction
263,5/28/2004,The Day After Tomorrow,125000000,186740799,556319450,PG-13,123,Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction
264,3/31/2017,The Boss Baby,125000000,175003033,510888357,PG,97,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
265,4/1/2010,Clash of the Titans,125000000,163214888,493214888,PG-13,106,Remake,Action,Live Action,Fantasy
266,11/4/2016,Trolls,125000000,153707064,344074243,PG,93,Based on Toy,Adventure,Digital Animation,Kids Fiction
267,5/19/1998,Godzilla,125000000,136314294,376000000,PG-13,139,Remake,Action,Live Action,Science Fiction
268,6/8/2012,Prometheus,125000000,126477084,402448265,R,124,Original Screenplay,Adventure,Live Action,Science Fiction
269,8/10/2012,The Bourne Legacy,125000000,113203870,280355920,PG-13,135,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
270,6/20/1997,Batman & Robin,125000000,107325195,238317814,PG-13,125,Original Screenplay,Action,Live Action,Super Hero
271,7/13/2018,Skyscraper,125000000,68420120,304115534,PG,103,Original Screenplay,Action,Live Action,Contemporary Fiction
272,8/3/2012,Total Recall,125000000,58877969,211856088,PG-13,117,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
273,12/21/2016,Assassins Creed,125000000,54647948,240760534,PG-13,116,Based on Game,Action,Live Action,Science Fiction
274,1/13/2017,Monster Trucks,125000000,33370166,61642798,PG-13,104,Original Screenplay,Adventure,Animation/Live Action,Science Fiction
275,8/27/1999,The 13th Warrior,125000000,32698899,61698899,R,103,Based on Fiction Book/Short Story,Action,Live Action,Fantasy
276,11/17/2000,How the Grinch Stole Christmas,123000000,260044825,345141403,PG,105,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction
277,5/24/2000,Mission: Impossible 2,120000000,215409889,549588516,PG-13,126,Based on TV,Action,Live Action,Contemporary Fiction
278,6/30/2000,The Perfect Storm,120000000,182618434,328711434,PG-13,129,Based on Factual Book/Article,Drama,Live Action,Dramatization
279,7/29/2016,Jason Bourne,120000000,162192920,416170681,PG-13,123,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
280,6/15/2007,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691,PG,91,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
281,11/21/2012,Life of Pi,120000000,124987022,607258634,PG,125,Based on Fiction Book/Short Story,Drama,Live Action,Fantasy
282,2/16/2007,Ghost Rider,120000000,115802596,229545589,PG-13,110,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
283,4/13/2018,Rampage,120000000,101028233,428094378,PG-13,107,Based on Game,Action,Live Action,Science Fiction
284,6/27/2003,Charlie's Angels: Full Throttle,120000000,100814328,227200000,PG-13,106,Based on TV,Action,Live Action,Contemporary Fiction
285,8/9/2013,Elysium,120000000,93050117,286192091,R,109,Original Screenplay,Action,Live Action,Science Fiction
286,4/19/2013,Oblivion,120000000,89107235,287916633,PG-13,125,Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,Science Fiction
287,3/24/2017,Power Rangers,120000000,85364450,142531794,PG-13,124,Based on TV,Action,Live Action,Kids Fiction
288,7/19/2002,Stuart Little 2,120000000,64956806,166000000,PG,77,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction
289,2/12/2014,RoboCop,120000000,58607007,242981799,PG-13,116,Remake,Action,Live Action,Science Fiction
290,6/11/2004,The Chronicles of Riddick,120000000,57712751,107212751,PG-13,,Original Screenplay,Adventure,Live Action,Science Fiction
291,8/7/2015,Fantastic Four,120000000,56117548,167849187,PG-13,100,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
292,5/9/2008,Speed Racer,120000000,43945766,93394462,PG,135,Based on TV,Action,Live Action,Science Fiction
293,7/22/2005,The Island,120000000,35818913,163018913,PG-13,136,Original Screenplay,Action,Live Action,Science Fiction
294,12/17/2010,How Do You Know?,120000000,30212620,49628177,R,121,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
295,6/23/2010,Knight and Day,117000000,76423035,258751370,PG-13,109,Original Screenplay,Action,Live Action,Contemporary Fiction
296,10/5/2018,Venom,116000000,213511408,853628605,PG-13,112,Spin-Off,Action,Animation/Live Action,Super Hero
297,5/19/1999,Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677,PG,133,Original Screenplay,Adventure,Animation/Live Action,Science Fiction
298,5/19/2005,Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877,PG-13,139,Original Screenplay,Adventure,Animation/Live Action,Science Fiction
299,5/16/2002,Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615,PG,143,Original Screenplay,Adventure,Animation/Live Action,Science Fiction
300,11/2/2001,"Monsters, Inc.",115000000,289423425,559757719,G,92,Original Screenplay,Adventure,Digital Animation,Kids Fiction
301,7/26/2013,The Wolverine,115000000,132556852,416456852,PG-13,126,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
302,2/7/1997,Dante's Peak,115000000,67163857,178200000,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction
303,4/22/2016,The Huntsman: Winters War,115000000,48003015,165149302,PG-13,113,Based on Folk Tale/Legend/Fairytale,Action,Live Action,Fantasy
304,6/14/2002,Windtalkers,115000000,40914068,77628265,R,134,Original Screenplay,Action,Live Action,Historical Fiction
305,7/4/2008,Astrix aux Jeux Olympiques,113500000,999811,132999811,Not Rated,,Based on Comic/Graphic Novel,Adventure,Live Action,Fantasy
306,12/25/2010,Gulliver's Travels,112000000,42779261,232017848,PG,87,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
307,12/15/2017,Ferdinand,111000000,84410380,289867087,PG,107,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
308,5/18/2018,Deadpool 2,110000000,324591735,767591735,R,119,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
309,10/4/2013,Gravity,110000000,274092705,693698673,PG-13,91,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
310,12/22/2006,Night at the Museum,110000000,250863268,579446407,PG,108,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction
311,6/10/2005,Mr. and Mrs. Smith,110000000,186336279,486124090,PG-13,120,Original Screenplay,Action,Live Action,Contemporary Fiction
312,5/29/2015,San Andreas,110000000,155190832,456258539,PG-13,114,Original Screenplay,Adventure,Live Action,Science Fiction
313,7/29/2011,The Smurfs,110000000,142614158,563749323,PG,103,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,Kids Fiction
314,6/27/2007,Live Free or Die Hard,110000000,134529403,382288147,PG-13,129,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
315,3/20/2015,The Divergent Series: Insurgent,110000000,130179072,295075882,PG-13,118,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
316,12/10/2004,Ocean's Twelve,110000000,125531634,362989076,PG-13,125,Original Screenplay,Adventure,Live Action,Contemporary Fiction
317,12/19/1997,Tomorrow Never Dies,110000000,125304276,339504276,PG-13,119,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
318,6/28/2000,The Patriot,110000000,113330342,215300000,R,164,Original Screenplay,Drama,Live Action,Historical Fiction
319,3/7/2014,300: Rise of an Empire,110000000,106580051,330780051,R,102,Based on Comic/Graphic Novel,Action,Animation/Live Action,Historical Fiction
320,12/17/2004,The Aviator,110000000,102608827,208370892,PG-13,170,Based on Real Life Events,Drama,Live Action,Dramatization
321,12/21/2016,Passengers,110000000,100014699,302239672,PG-13,116,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction
322,1/14/2011,The Green Hornet,110000000,98780042,229155503,PG-13,118,Based on TV,Action,Live Action,Super Hero
323,9/30/2016,Miss Peregrines Home for Peculiar Children,110000000,87242834,295990087,PG-13,126,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
324,10/7/2011,Real Steel,110000000,85463309,263880341,PG-13,126,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
325,6/11/2010,The A-Team,110000000,77222099,177241171,PG-13,118,Based on TV,Action,Live Action,Contemporary Fiction
326,7/31/2013,The Smurfs 2,110000000,71017784,348547523,PG,104,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,Kids Fiction
327,3/18/2016,The Divergent Series: Allegiant,110000000,66184051,172022517,PG-13,120,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
328,6/12/2009,The Taking of Pelham 123,110000000,65452312,152364370,R,106,Remake,Action,Live Action,Contemporary Fiction
329,11/1/2013,Ender's Game,110000000,61737191,127983283,PG-13,114,Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction
330,4/2/2004,Home on the Range,110000000,50026353,76482461,PG,76,Original Screenplay,Adventure,Hand Animation,Kids Fiction
331,6/13/1997,Speed 2: Cruise Control,110000000,48097081,150468000,PG-13,,Original Screenplay,Action,Live Action,Contemporary Fiction
332,5/6/2005,Kingdom of Heaven,110000000,47398413,218853353,R,148,Original Screenplay,Adventure,Live Action,Historical Fiction
333,3/31/2017,Ghost in the Shell,110000000,40563557,167918672,PG-13,100,Based on Comic/Graphic Novel,Action,Live Action,Science Fiction
334,6/16/2004,Around the World in 80 Days,110000000,24004159,72004159,PG,120,Remake,Adventure,Live Action,Historical Fiction
335,12/19/2001,The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,887210985,PG-13,179,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
336,11/21/2003,The Cat in the Hat,109000000,101018283,133818283,PG,82,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy
